award_id_fain,modification_number,award_id_uri,sai_number,federal_action_obligation,non_federal_funding_amount,total_funding_amount,face_value_of_loan,original_subsidy_cost,total_subsidy_cost,action_date,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_duns,recipient_name,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_address_line_3,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,award_description,business_funds_indicator_code,business_types_code,action_type_code,record_type_code,fiscal_year_and_quarter_correction,last_modified_date
NNX08AH06G,3,,SAI EXEMPT,52992.00,0.00,52992.0,0.00,,0.00,2011-02-08,2011-02-08,2012-01-27,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,515 N WHISMAN RD,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.001,SCIENCE,04,THIS LEAD PROPOSAL FOR THE STRATOSPHERIC TERAHERTZ OBSERVATORY (STO) DESCRIBES A LONG DURATION BALLOON (LDB) EXPERIMENT DESIGNED TO ADDRESS A KEY PRO,NON,12,B,2,,2015-05-05 00:00:00
NNX08AH48G,0,,SAI EXEMPT,54269.00,0.00,54269.0,0.00,,0.00,2008-02-26,2008-02-26,2011-02-25,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,515 N WHISMAN RD,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,GREENBELT,033,PRINCE GEORGE'S,CA,207710002,05,,43.AAA,RESEARCH GRANTS FOR THE SPACE PROGRAM,04,RECENT CLIMATE SHIRTS  CIRCULATION PATTERNS  AND CLIMATE-DRIVEN EROSION RECORDED IN THE MORPHOLOGY OF SOUTHERN HEMISPHERE SAND DUNES OF MARSOBJECTIV,NON,12,A,2,,2010-09-20 00:00:00
NNX10AT27G,1,,SAI EXEMPT,42056.00,0.00,42056.0,0.00,,0.00,2011-05-26,2011-05-26,2014-09-09,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,515 N WHISMAN RD,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.001,SCIENCE,04,PROPOSAL TITLE: MARS SIMULATION MEASUREMENTS (MSM): SURVIVABILITY OF ORGANIC MOLECULES ADSORBED ON OR OCCLUDED IN MINERALS UNDER IONIZING RADIATION.,NON,12,B,2,,2016-04-05 00:00:00
1240116,000,NONA201204261240116000,SAI EXEMPT,96379.00,0.00,96379.0,0.00,,0.00,2012-04-26,2012-03-15,2013-08-31,049,NATIONAL SCIENCE FOUNDATION (NSF),4900,NATIONAL SCIENCE FOUNDATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE.,SUITE 100,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,5203,14,,,,USA,UNITED STATES,0670770,SEBASTOPOL,097,SONOMA,CALIFORNIA,954729786,06,,47.049,MATHEMATICAL AND PHYSICAL SCIENCES,04,COLLABORATIVE PROJECT:  METHANE IMAGING SEARCH FOR PLANETARY MASS OBJECTS IN THE NEAREST STAR-FORMING REGIONS,NON,12,A,2,,2012-05-08 00:00:00
NNX10AH02A,12,,SAI EXEMPT,28414.00,0.00,28414.0,0.00,,0.00,2012-06-25,2012-06-25,2013-03-22,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,515 N WHISMAN RD,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.001,SCIENCE,05,THIS IS A TYPE II MMAMA PROPOSAL TO BUILD UPON AN EXISTING RESEARCH PROGRAM AT PAVILION LAKE FOCUSING ON UNDERWATER SCIENCE AND SAMPLING. THE PROJECT,NON,12,B,2,,2012-07-20 00:00:00
NNX09AE80A,22,,SAI EXEMPT,232069.00,0.00,232069.0,0.00,,0.00,2012-09-17,2012-09-17,2013-01-06,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,515 N WHISMAN RD,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.001,SCIENCE,05,"BUILDING ON THE RESULTS OF OUR PREVIOUS WORK, OUR INVOLVEMENT IN PLANETARY MISSIONS, AND DATA FROM OUR RESEARCH IN TERRESTRIAL ANALOGS, OUR NEW PROPO",NON,12,B,2,,2012-10-19 00:00:00
NNX11AK43G,1,,SAI EXEMPT,107219.00,0.00,107219.0,0.00,,0.00,2012-06-01,2012-06-01,2014-06-20,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.001,SCIENCE,04,WE WILL ANALYZE CASSINI DATA TO PRODUCE DETAILED HAZE EXTINCTION PROFILES FOR BOTH NORTHERN AND SOUTHERN LATITUDES ON SATURN DOWN TO PRESSURE LEVELS,NON,12,B,2,,2013-08-14 00:00:00
NNX11AI14A,6,,SAI EXEMPT,0.00,0.00,0.0,0.00,,0.00,2012-01-25,2012-01-25,2013-11-12,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.001,SCIENCE,05,"IN DECEMBER 2001, KEPLER BECAME THE 10TH MISSION SELECTED FOR FLIGHT BY NASA'S DISCOVERY PROGRAM, AND THE FIRST SUCH ORIENTED TO ACHIEVE GOALS UNDER",NON,12,B,2,,2015-08-05 00:00:00
NNX11AG11G,2,,SAI EXEMPT,24691.00,0.00,24691.0,0.00,,0.00,2011-10-27,2011-10-27,2014-03-31,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.001,SCIENCE,04,OBSERVATIONS BY THE SPITZER SPACE TELESCOPE AND THE INFRARED SPACE OBSERVATORY SHOW THAT THE EMISSION BANDS FORMERLY REFERRED TO AS THE UNIDENTIFIED,NON,12,B,2,,2015-08-05 00:00:00
NNX10AF38A,7,,SAI EXEMPT,30000.00,0.00,30000.0,0.00,,0.00,2011-11-23,2011-11-23,2013-02-04,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,515 N WHISMAN RD,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.009,CROSS AGENCY SUPPORT,05,UNDERSTANDING THE DISTRIBUTION OF COMPLEX ORGANIC MOLECULES ASSOCIATED WITH LIVING THINGS IS ESSENTIAL TO ANSWERING THE QUESTIONS EXPRESSED IN THE AS,NON,12,B,2,,2015-06-05 00:00:00
NNX10AF57A,0,,SAI EXEMPT,160774.00,0.00,160774.0,0.00,,0.00,2010-03-02,2010-03-01,2013-02-28,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,515 N WHISMAN RD,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.AAA,RESEARCH GRANTS FOR THE SPACE PROGRAM,05,A NOVEL METHOD IS PRESENTED FOR MONITORING MOVEMENT OF DROSOPHILIA MELANOGASTER (THE FRUIT FLY) IN SPACE.  TRANSIENT FLY MOVEMENTS WERE CAPTURED BY A,NON,12,A,2,,2010-04-08 00:00:00
NNX09AE81A,7,,SAI EXEMPT,35000.00,0.00,35000.0,0.00,,0.00,2013-06-17,2013-06-17,2014-01-31,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,515 N WHISMAN RD,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,18,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,18,,43.001,SCIENCE,05,THROUGH PIDDP AND ASTEP FUNDING WE ARE IN THE PROCESS OF DEVELOPING A RAMAN/UV FLUORESCENCE INSTRUMENT AIMED AT REMOTE DETECTION OF ORGANIC MATERIALS,NON,12,B,2,,2015-05-05 00:00:00
NNX12AO55G,1,,SAI EXEMPT,83000.00,0.00,83000.0,0.00,,0.00,2013-07-22,2013-07-22,2015-08-02,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,18,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,18,,43.001,SCIENCE,04,"INVESTIGATING THE MINERALOGY AT LIBYA MONTES, MARS, DETERMINING IF CARBONATES ARE PRESENT, AND CHARACTERIZING THE GEOLOGIC HISTORY OF THE ISIDIS PLAN",NON,12,B,2,,2015-08-05 00:00:00
NNX12AR42A,3,,SAI EXEMPT,0.00,0.00,0.0,0.00,,0.00,2013-09-05,2013-09-05,2014-03-11,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,18,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,18,,43.001,SCIENCE,05,MID-IR SPECTROSCOPY FOR SMALL SATELLITES. WE PROPOSE A FEASIBILITY STUDY FOR A SMALL SPACEBORNE MID-INFRARED TELESCOPE/SPECTROMETER DESIGNED TO DETEC,NON,12,B,2,,2015-09-18 00:00:00
NNX10AM96A,10,,SAI EXEMPT,100000.00,0.00,100000.0,0.00,,0.00,2013-05-10,2013-05-10,2014-07-14,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,515 N WHISMAN RD,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,18,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,18,,43.001,SCIENCE,05,"PI PROPOSES SEVERAL SCIENTIFIC, MISSION SUPPORT, AND PUBLIC OUTREACH ACTIVITIES THAT INCLUDE INVESTIGATIONS ON MARS, THE MOON, THE SATELLITES OF JUPI",NON,12,B,2,,2016-07-20 00:00:00
NNX08AF18G,3,,SAI EXEMPT,168889.00,0.00,168889.0,0.00,,0.00,2010-04-09,2010-04-09,2011-01-31,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,515 N WHISMAN RD,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.001,SCIENCE,04,"THE WORK PROPOSED UNDER THIS THREE YEAR GRANT TITLED ""PLANETARY PROTECTION, SOLAR SYSTEM MISSIONS AND MARS SAMPLE RETURN: RESEARCH, ANALYSIS AND ISSU",NON,12,B,2,,2011-03-04 00:00:00
NNX07AU04G,3,,SAI EXEMPT,0.00,0.00,0.0,0.00,,0.00,2010-08-27,2010-08-27,2011-08-31,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,515 N. WHISMAN ROAD,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,2172,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.001,SCIENCE,04,"THIS PROPOSAL ADDRESSES THE PRESENCE OF HYDROGEN IN THE ROCK COLUMN. HYDROGEN IS AN ENERGY SOURCE FOR MICRO-ORGANISMS, ESPECIALLY FOR METHANOGENS. TH",NON,12,B,2,,2015-08-05 00:00:00
NNX10AH02A,8,,SAI EXEMPT,7000.00,0.00,7000.0,0.00,,0.00,2011-09-14,2011-09-14,2013-03-22,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,515 N WHISMAN RD,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,14,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,14,,43.001,SCIENCE,05,THIS IS A TYPE II MMAMA PROPOSAL TO BUILD UPON AN EXISTING RESEARCH PROGRAM AT PAVILION LAKE FOCUSING ON UNDERWATER SCIENCE AND SAMPLING. THE PROJECT,NON,12,B,2,,2011-10-05 00:00:00
NNX11AK09A,7,,SAI EXEMPT,0.00,0.00,0.0,0.00,,0.00,2014-04-25,2014-04-25,2014-06-12,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,18,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,18,,43.001,SCIENCE,05,"TRACING AROMATIC CARBONS COSMIC EVOLUTION  THE ORIGIN OF CARBONACEOUS MATTER STARTS WITH THE INJECTION OF ATOMS, MOLECULES AND DUST INTO INTERSTELLAR",NON,12,B,2,,2015-07-20 00:00:00
NNX14AT27A,2,,SAI EXEMPT,23000.00,0.00,23000.0,0.00,,0.00,2015-06-08,2015-06-08,2018-09-11,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,18,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940434002,17,,43.009,CROSS AGENCY SUPPORT,04,A 4-YEAR MULTIDISCIPLINARY RESEARCH PROGRAM SUPPORTING NASAS STRATEGIC PLAN AND SCIENCE PLAN GOALS AND OBJECTIVES IS PROPOSED.  THE GUIDING THEME FOR,NON,12,B,2,,2016-07-05 00:00:00
NNX10AM96A,19,,SAI EXEMPT,12000.00,0.00,12000.0,0.00,,0.00,2015-01-21,2015-01-21,2015-07-14,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,515 N WHISMAN RD,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,18,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940430818,18,,43.001,SCIENCE,05,"PI PROPOSES SEVERAL SCIENTIFIC, MISSION SUPPORT, AND PUBLIC OUTREACH ACTIVITIES THAT INCLUDE INVESTIGATIONS ON MARS, THE MOON, THE SATELLITES OF JUPI",NON,12,B,2,,2016-07-20 00:00:00
NNX14AR91G,3,,SAI EXEMPT,0.00,,0,,,0.00,2017-09-18,2017-09-18,2018-09-08,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80NSSC,NASA SHARED SERVICES CENTER,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80NSSC,NASA SHARED SERVICES CENTER,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49651,MOUNTAIN VIEW               ,085,SANTA CLARA,CA,CALIFORNIA,94043,0818,18,,,,USA,UNITED STATES,CA49651,MOUNTAIN VIEW               ,085,SANTA CLARA,CALIFORNIA,94043-4002,18,,43.001,SCIENCE,04,PROTOPLANETARY DISKS PLAY A CENTRAL ROLE IN STAR FORMATION AND ARE THE BIRTHPLACES OF PLANETS. DISKS ARE SHORT-LIVED AND SURVIVE FOR A FEW MYRS BEFORE BEING DISPERSED  POSSIBLY BY A COMBINATION OF VISCOUS ACCRETION AND PHOTOEVAPORATION BY HIGH ENERGY PHOTONS FROM THE CENTRAL STAR. DISKS EVOLVE ALONG DIVERSE PATHWAYS  THEY MAY OR MAY NOT DEVELOP GAPS OR CENTRAL CAVITIES  MAY GET TRUNCATED OR EXPAND OUT TO LARGE RADII  AND LOSE THEIR MASS ON TIMESCALES THAT VARY WIDELY FROM SOURCE TO SOURCE. HOWEVER  DISK EVOLUTION IS MAINLYPROBED BY DUST  WHICH COMPRISES ONLY 1% OF THE TOTAL MASS. GAS IS THE DOMINANT COMPONENT AND IS PROBED BY WEAK EMISSION LINES EMITTED BY TRACE CHEMICAL SPECIES. GAS DISKS ARE ALSO SHORT-LIVED  BUT GAS EVOLUTION IS LARGELY UNKNOWN. THE AVAILABILITY OF SUFFICIENT GAS IN PLANET FORMING REGIONS FOR EXTENDED TIME PERIODS IS CRITICAL TO PLANET FORMATION AND DYNAMICS. STUDYING THE GAS COMPONENT OFPROTOPLANETARY DISKS IS ESSENTIAL TO UNDERSTANDING HOW DISKS EVOLVE AND FORM PLANETS. NASA'S SPITZER AND HERSCHEL MISSIONS HAVE RECENTLY DETECTED GAS LINES FROM THE IMPORTANT  1-100 AU  PLANET-FORMING REGIONS OF DISKSIN MANY STAR-FORMING REGIONS  ALLOWING DETAILED STUDIES OF GAS DISK EVOLUTION. THE COMPLEXITY OF DISK STRUCTURE AND THE SENSITIVITY OF THE OBSERVED LINES TO PHYSICAL CONDITIONS SUCH AS THE STELLAR RADIATION FIELD  AND DISK DENSITY  TEMPERATURE AND CHEMISTRY MAKE THEORETICALMODELS NECESSARY TO INTERPRET THE OBSERVED EMISSION.WE PROPOSE A MULTIWAVELENGTH ANALYSIS OF GASEOUS PROTOPLANETARY DISKS BY MODELING ARCHIVAL SPITZER  ISO AND HERSCHEL INFRARED LINE EMISSION DATA USING OUR GAS DISK THERMO-CHEMICAL MODELS. WE WILL USE ARCHIVAL INFRARED  OPTICAL  UV AND X-RAY DATA  SUPPLEMENTED WITH GROUND-BASED OBSERVATIONAL DATA FROM LITERATURE FOR A SAMPLE OF 12 DISKS SPANNING A RANGE OF STELLAR MASSES  DISK CONDITIONS ANDEVOLUTIONARY EPOCHS. A COMPARISON OF THE STELLAR AND DISK PROPERTIES THAT RESULT IN DIFFERING DISK EVOLUTIONARY OUTCOMES WILL REVEAL THE PHYSICAL AND CHEMICALPROCESSES THAT DRIVE DISK EVOLUTION AND DETERMINE THE PLANET FORMING POTENTIAL OF DISKS. FROM OUR STUDY OF A VARIED SAMPLE OF DISKS AND FROM A CAREFUL CHARACTERIZATION OF THEIR DUST AND GAS CONTENT  WE WILL ESTABLISH DISK MASSES AND SURFACE DENSITY DISTRIBUTIONS  INFERTHE PROCESSES THAT AFFECT SURFACE DENSITY DISTRIBUTIONS (E.G.  HOLES AND OUTER RADIUS)  AND ESTIMATE PHOTOEVAPORATION RATES AND DISK LIFETIMES. THESE STUDIES FOR A SAMPLE OF VARIED DISKS WILL HELP US UNDERSTAND THE UNDERLYING CAUSES OF DISK DIVERSITY.,NON,M,B,2,,2017-10-18 15:29:02.972455
NNX15AW19A,3,,SAI EXEMPT,48734.00,0.00,48734.0,0.00,,,2017-03-01,2017-03-01,2019-09-08,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80NSSC,,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (8000),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80NSSC,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,5203,18,,,,USA,UNITED STATES,CA49651,MOUNTAIN VIEW,013,CONTRA COSTA,CALIFORNIA,940435203,18,,43.001,AEROSPACE EDUCATION SERVICES PROGRAM,05,"THIS REPORT OUTLINES A NEW THREE-YEAR COOPERATIVE AGREEMENT ENTITLED ""UNDERSTANDING MARS SURFACE PROCESSES"". THE PROPOSAL CONTAINS FOUR BROAD TASKS. TASK I OUTLINES DR. GULICK'S HIRISE SCIENCE CO-I TEAM RESPONSIBILITIES AS PART OF THE MARS RECONNAISSANCE ORBITER'S HIGH RESOLUTION IMAGING SCIENCE EXPERIMENT (HIRISE). TASK 2 SUPPORTS THE PI'S RESPONSIBILITIES FOR LEADING AND DEVELOPING HIRISE'S EDUCATION AND PUBLIC OUTREACH EFFORT AND THE NASA CLICKWORKERS EFFORTS. TASK 3 OUTLINES THE PI'S SCIENCE TASK OF UNDERSTANDING THE ROLE OF WATER IN THE FORMATION OF GULLY  CHANNEL AND VALLEY SYSTEMS ON MARS. TASK 4 OUTLINES THE PI'S CONTINUING RESEARCH AND TECHNOLOGY DEVELOPMENT EFFORT KNOWN AS THE GEOLOGIST'S FIELD ASSISTANT PROJECT. THIS PROJECT SEEKS TO DEVELOP SCIENCE ANALYSIS ALGORITHMS USING IMAGE AND SPECTRAL (RAMAN SPECTRA IN PARTICULAR) DATA OF SCIENCE TARGETS OF INTEREST TO RETURN HIGHER-LEVEL SCIENCE INFORMATION DURING PLANETARY SURFACE OR TERRESTRIAL FIELD EXPLORATION.",NON,12,B,2,,2017-04-05 00:00:00
NNX16AB69A,1,,SAI EXEMPT,22800.00,0.00,22800.0,0.00,,0.00,2015-11-23,2015-11-23,2019-11-04,080,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION (NASA),8000,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,,,,,,,137315552,SETI INSTITUTE,USA,UNITED STATES,189 BERNARDO AVE # 100,,,49670,MOUNTAIN VIEW,085,SANTA CLARA,CA,CALIFORNIA,94043,5203,18,,,,USA,UNITED STATES,0649670,MOUNTAIN VIEW,085,SANTA CLARA,CA,940435203,18,,43.001,SCIENCE,05,MOBILE EXPLORATION OF THE SUBSURFACE IS ESSENTIAL IN ACHIEVING FUTURE ASTROBIOLOGY GOALS. DISCOVERY OF VOLATILE ORGANICS AND PERHAPS LIFE ON MARS IS,NON,12,B,2,,2015-12-18 00:00:00
